LotArea,SalePrice,LogLotArea,LogSalePrice
138,1204000,4.927253685157205,14.001159904850903
145,1274000,4.976733742420574,14.057672115114245
152,1673000,5.0238805208462765,14.330128979968961
152,1232000,5.0238805208462765,14.024149423075603
152,1195600,5.0238805208462765,13.99415870939192
152,1253000,5.0238805208462765,14.041051233878205
152,1323000,5.0238805208462765,14.095412443097093
152,1400000,5.0238805208462765,14.151982794585487
152,1568000,5.0238805208462765,14.26531147989249
152,1652000,5.0238805208462765,14.31749723306306
152,1652000,5.0238805208462765,14.31749723306306
152,1281000,5.0238805208462765,14.063151580878872
169,1484000,5.1298987149230735,14.210251702709463
171,1134000,5.14166355650266,13.941261763269834
171,1582000,5.14166355650266,14.274200427309736
177,2114000,5.176149732573829,14.56409244541232
177,1162000,5.176149732573829,13.965653216393994
181,1050000,5.198497031265826,13.864300722133706
183,1484000,5.209486152841421,14.210251702709463
192,2478000,5.2574953720277815,14.722962341171225
192,2359000,5.2574953720277815,14.673748358389812
192,2485000,5.2574953720277815,14.725783217512866
207,2511600,5.332718793265369,14.736430558222091
207,2079000,5.332718793265369,14.54739756684015
207,2044000,5.332718793265369,14.530419230305732
208,2079000,5.337538079701318,14.54739756684015
229,1820000,5.43372200355424,14.414347059052979
229,1820000,5.43372200355424,14.414347059052979
229,1925000,5.43372200355424,14.470436525704022
231,2063600,5.442417710521793,14.539962588352632
235,1190000,5.459585514144159,13.989463865087712
241,2310000,5.484796933490655,14.652758082497977
262,2422000,5.568344503761097,14.700104203095174
279,2502360,5.631211781821365,14.732744844550641
289,2674000,5.666426688112432,14.799086036644026
289,2242800,5.666426688112432,14.623235643231654
289,2534000,5.666426688112432,14.74530963986322
289,2018128,5.666426688112432,14.517680907021909
289,2688000,5.666426688112432,14.804307980625177
289,2695000,5.666426688112432,14.806908762325234
289,2238530,5.666426688112432,14.621329958404937
289,2114000,5.666426688112432,14.56409244541232
289,2114000,5.666426688112432,14.56409244541232
290,3276000,5.66988092298052,15.002133723955097
290,3010000,5.66988092298052,14.917450636725059
327,2044000,5.7899601708972535,14.530419230305732
327,1603056,5.7899601708972535,14.287422365479312
334,2072000,5.811140992976701,14.54402488236151
334,1960000,5.811140992976701,14.4884550312067
334,2030000,5.811140992976701,14.52354635101797
334,2436000,5.811140992976701,14.705867907811925
356,2415000,5.87493073085203,14.69720984506881
356,2718814,5.87493073085203,14.81570631377195
362,3703854,5.8916442118257715,15.12488445712469
367,1960000,5.905361848054571,14.4884550312067
367,3452092,5.905361848054571,15.054490982047005
367,1785000,5.905361848054571,14.394928973195876
368,1862000,5.908082938168931,14.43716173681915
369,2534000,5.910796644040527,14.74530963986322
369,1398600,5.910796644040527,14.150982294251904
384,1876000,5.950642552587727,14.444652408548308
384,2924600,5.950642552587727,14.888668277159915
384,1818600,5.950642552587727,14.41357753227395
388,2798600,5.961005339623274,14.84462985010375
388,1106000,5.961005339623274,13.916260461064416
403,1911000,5.998936561946683,14.463137223222411
403,2023000,5.998936561946683,14.520092116149883
403,2016000,5.998936561946683,14.516625908173395
403,1960000,5.998936561946683,14.4884550312067
403,2182600,5.998936561946683,14.596027384661127
403,1841000,5.998936561946683,14.425819460215214
403,2086000,5.998936561946683,14.550758914542854
409,2268000,6.013715156042802,14.63440894382978
409,2149000,6.013715156042802,14.580513175624647
409,2232076,6.013715156042802,14.618442652082855
409,2310000,6.013715156042802,14.652758082497977
409,2296000,6.013715156042802,14.646679036421594
417,2933000,6.0330862217988015,14.891536347959589
428,1702400,6.059123195581797,14.347549578129462
448,1792000,6.104793232414985,14.398842872517013
448,2012500,6.104793232414985,14.514888288274856
454,1106000,6.118097198041348,13.916260461064416
454,550200,6.118097198041348,13.218037127472611
454,1778000,6.118097198041348,14.390999695055987
454,2226000,6.118097198041348,14.615716810817627
454,3220000,6.118097198041348,14.98489191752059
454,1218000,6.118097198041348,14.01272072725198
464,2083200,6.139884552226255,14.549415730996387
475,1022000,6.163314804034641,13.837272049745787
482,3346000,6.1779441140506,15.023276160528907
482,1638000,6.1779441140506,14.308986543395152
484,1155000,6.182084906716632,13.959610901938031
484,3514000,6.182084906716632,15.07226554772918
487,1946000,6.18826412308259,14.481286541728087
489,2744000,6.192362489474872,14.824927267827913
489,3311000,6.192362489474872,15.012760816529383
490,2520000,6.194405391104672,14.739769459487606
490,1204000,6.194405391104672,14.001159904850903
490,1470000,6.194405391104672,14.20077295875492
490,1638000,6.194405391104672,14.308986543395152
490,1518720,6.194405391104672,14.23337843278948
490,2128000,6.194405391104672,14.570693129443672
518,1636600,6.249975242259483,14.308131477075419
526,1503600,6.26530121273771,14.22337279067216
545,1246000,6.300785794663244,14.035448978329535
545,1834000,6.300785794663244,14.422009931798547
545,1575000,6.300785794663244,14.269765830241871
545,1547000,6.300785794663244,14.251828129555204
545,1638000,6.300785794663244,14.308986543395152
545,1302000,6.300785794663244,14.079412101750652
545,1510600,6.300785794663244,14.228017480861485
545,1610000,6.300785794663244,14.291744736960645
545,1855000,6.300785794663244,14.433395254023672
545,1302000,6.300785794663244,14.079412101750652
545,1666000,6.300785794663244,14.325936101708924
545,1792000,6.300785794663244,14.398842872517013
545,1428000,6.300785794663244,14.171785421881667
545,1888600,6.300785794663244,14.451346371811105
545,1519000,6.300785794663244,14.233562781577909
545,1680000,6.300785794663244,14.334304351379442
545,1680000,6.300785794663244,14.334304351379442
549,1148000,6.3080984415095305,13.953531855861648
556,840000,6.320768294250582,13.641157170819497
556,1862000,6.320768294250582,14.43716173681915
556,1981000,6.320768294250582,14.499112325680688
556,1925000,6.320768294250582,14.470436525704022
556,1232000,6.320768294250582,14.024149423075603
556,1848000,6.320768294250582,14.429614531183766
556,1470000,6.320768294250582,14.20077295875492
556,1818600,6.320768294250582,14.41357753227395
561,1757000,6.329720905522696,14.379118367169234
561,1924300,6.329720905522696,14.47007282320865
561,1428000,6.329720905522696,14.171785421881667
567,2086000,6.340359303727752,14.550758914542854
567,2280600,6.340359303727752,14.639949124205396
567,1127000,6.340359303727752,13.935069793021913
567,1610000,6.340359303727752,14.291744736960645
567,3556000,6.340359303727752,15.084146875615932
567,1603000,6.340359303727752,14.28738743159169
567,1785000,6.340359303727752,14.394928973195876
567,1442000,6.340359303727752,14.181541596827032
572,2030000,6.349138991379798,14.52354635101797
572,1274000,6.349138991379798,14.057672115114245
572,1792000,6.349138991379798,14.398842872517013
579,3136000,6.361302477572996,14.958458660452436
580,1582000,6.363028103540465,14.274200427309736
600,1827000,6.396929655216146,14.418185835360143
600,1932000,6.396929655216146,14.4740662937546
600,1505000,6.396929655216146,14.224303456165114
600,1533000,6.396929655216146,14.24273715785395
602,1015000,6.400257445308821,13.830399170458024
602,1450400,6.400257445308821,14.187349938422779
623,3080000,6.434546518787453,14.940440154949757
623,1792000,6.434546518787453,14.398842872517013
630,1820000,6.4457198193855785,14.414347059052979
630,2315600,6.4457198193855785,14.655179391186987
631,1673000,6.447305862541213,14.330128979968961
633,1806000,6.450470422144176,14.406625012959068
635,1890000,6.453624998892692,14.452087387035824
650,1400000,6.476972362889683,14.151982794585487
650,2462600,6.476972362889683,14.716728260340908
650,2508800,6.476972362889683,14.735315109138226
